"osn","conti_name","candidate","party","total_votes","pct_votes","evm_votes","postal_votes","migrant_votes","xrow_id","xgroup_id","xconti_total"
6,"Odisha-Kandhamal","NOTA","None of the Above",13253,1.41,13247,6,NA,4934,310,941985
1,"Odisha-Kendrapara","Anubhav Mohanty","Biju Janata Dal",628939,50.87,628109,830,NA,4935,311,1236466
2,"Odisha-Kendrapara","DHARANIDHAR NAYAK","Indian National Congress",113841,9.21,113648,193,NA,4936,311,1236466
3,"Odisha-Kendrapara","BAIJAYANT PANDA","Bharatiya Janata Party",476355,38.53,474051,2304,NA,4937,311,1236466
4,"Odisha-Kendrapara","Rabindra Nath Behera","Samajwadi Party",5138,0.42,5133,5,NA,4938,311,1236466
5,"Odisha-Kendrapara","Srikanta Samal","Krupaa Party",1868,0.15,1866,2,NA,4939,311,1236466
6,"Odisha-Kendrapara","Santosh Kumar Das","Independent",1456,0.12,1455,1,NA,4940,311,1236466
7,"Odisha-Kendrapara","SANTOSH KUMAR PATRA","Independent",2281,0.18,2279,2,NA,4941,311,1236466
8,"Odisha-Kendrapara","NOTA","None of the Above",6588,0.53,6584,4,NA,4942,311,1236466
1,"Odisha-Keonjhar","Ananta Nayak","Bharatiya Janata Party",460156,39.12,458064,2092,NA,4943,312,1176292
2,"Odisha-Keonjhar","Chandrani Murmu","Biju Janata Dal",526359,44.75,525886,473,NA,4944,312,1176292
3,"Odisha-Keonjhar","Durga Chandra Pingua","Bahujan Samaj Party",9308,0.79,9296,12,NA,4945,312,1176292
4,"Odisha-Keonjhar","Mohan Kumar Hembram","Indian National Congress",128716,10.94,128542,174,NA,4946,312,1176292
5,"Odisha-Keonjhar","Prafulla Nayak","All India Forward Bloc",5866,0.5,5864,2,NA,4947,312,1176292
6,"Odisha-Keonjhar","Ramesh Laguri","Bahujan Mukti Party",5728,0.49,5723,5,NA,4948,312,1176292
7,"Odisha-Keonjhar","Dr. Sudarshan Lohar","Rashtriya Indepndent Morcha",10914,0.93,10911,3,NA,4949,312,1176292
8,"Odisha-Keonjhar","Lalmohan Hansda","Akhil Bharat Hindu Mahasabha",10038,0.85,10036,2,NA,4950,312,1176292
9,"Odisha-Keonjhar","NOTA","None of the Above",19207,1.63,19204,3,NA,4951,312,1176292
1,"Odisha-Koraput","KAUSALYA HIKAKA","Biju Janata Dal",367516,34.02,366812,704,NA,4952,313,1080161
2,"Odisha-Koraput","JAYARAM PANGI","Bharatiya Janata Party",208398,19.29,206153,2245,NA,4953,313,1080161
3,"Odisha-Koraput","BHASKAR MUTUKA","Bahujan Samaj Party",35764,3.31,35668,96,NA,4954,313,1080161
4,"Odisha-Koraput","SAPTAGIRI SANKAR ULAKA","Indian National Congress",371129,34.36,370434,695,NA,4955,313,1080161
5,"Odisha-Koraput","DAMODARA SABAR","Communist Party of India  (Marxist-Leninist)  (Liberation)",26117,2.42,26112,5,NA,4956,313,1080161
6,"Odisha-Koraput","BANAMALI MAJHI","Ambedkarite Party of India",18849,1.75,18842,7,NA,4957,313,1080161
7,"Odisha-Koraput","RAJENDRA KENDRUKA","Communist Party of India (Marxist-Leninist) Red Star",15827,1.47,15826,1,NA,4958,313,1080161
8,"Odisha-Koraput","NOTA","None of the Above",36561,3.38,36525,36,NA,4959,313,1080161
1,"Odisha-Mayurbhanj","DR DEBASHIS MARNDI","Biju Janata Dal",458556,39.86,457676,880,NA,4960,314,1150357
2,"Odisha-Mayurbhanj","BISHWESWAR TUDU","Bharatiya Janata Party",483812,42.06,480253,3559,NA,4961,314,1150357
3,"Odisha-Mayurbhanj","RAMCHANDRA SINGH","Bahujan Samaj Party",10240,0.89,10223,17,NA,4962,314,1150357
4,"Odisha-Mayurbhanj","ANJANI SOREN","Jharkhand Mukti Morcha",135552,11.78,135265,287,NA,4963,314,1150357
5,"Odisha-Mayurbhanj","BHARAT CHANDRA SINGH","Bahujan Mukti Party",9315,0.81,9300,15,NA,4964,314,1150357
6,"Odisha-Mayurbhanj","NANDA KISHORE KISKU","Independent",6889,0.6,6879,10,NA,4965,314,1150357
7,"Odisha-Mayurbhanj","PARBATI PURTY","Independent",13937,1.21,13905,32,NA,4966,314,1150357
8,"Odisha-Mayurbhanj","RABINDRA NATH SINGH","Independent",10699,0.93,10675,24,NA,4967,314,1150357
9,"Odisha-Mayurbhanj","NOTA","None of the Above",21357,1.86,21336,21,NA,4968,314,1150357
1,"Odisha-Nabarangpur","CHANDRADHWAJ MAJHI","Bahujan Samaj Party",28905,2.49,28189,716,NA,4969,315,1159700
2,"Odisha-Nabarangpur","PRADEEP KUMAR MAJHI","Indian National Congress",350870,30.26,349437,1433,NA,4970,315,1159700
3,"Odisha-Nabarangpur","BALABHADRA MAJHI","Bharatiya Janata Party",342839,29.56,342510,329,NA,4971,315,1159700
4,"Odisha-Nabarangpur","RAMESH CHANDRA MAJHI","Biju Janata Dal",392504,33.85,392481,23,NA,4972,315,1159700
5,"Odisha-Nabarangpur","NOTA","None of the Above",44582,3.84,44580,2,NA,4973,315,1159700
1,"Odisha-Puri","NRUSINGHA CHARAN DAS","Bahujan Samaj Party",6283,0.55,6259,24,NA,4974,316,1135620
2,"Odisha-Puri","PINAKI MISRA","Biju Janata Dal",538321,47.4,537782,539,NA,4975,316,1135620
3,"Odisha-Puri","SATYA PRAKASH NAYAK","Indian National Congress",44734,3.94,44599,135,NA,4976,316,1135620
4,"Odisha-Puri","Dr Sambit Patra","Bharatiya Janata Party",526607,46.37,524504,2103,NA,4977,316,1135620
5,"Odisha-Puri","JAYAPRAKASH SETHI","Akhil Bharat Hindu Mahasabha",5008,0.44,5005,3,NA,4978,316,1135620
6,"Odisha-Puri","Mandakini Sethi","Communist Party of India  (Marxist-Leninist)  (Liberation)",2651,0.23,2648,3,NA,4979,316,1135620
7,"Odisha-Puri","RANJAN MISHRA","Communist Party of India (Marxist-Leninist) Red Star",2312,0.2,2311,1,NA,4980,316,1135620
8,"Odisha-Puri","Sabyasachi Mohapatra","Kalinga Sena",2487,0.22,2485,2,NA,4981,316,1135620
9,"Odisha-Puri","NOTA","None of the Above",7217,0.64,7210,7,NA,4982,316,1135620
1,"Odisha-Sambalpur","NALINI KANTA PRADHAN","Biju Janata Dal",464608,41.32,464063,545,NA,4983,317,1124455
2,"Odisha-Sambalpur","NITESH GANGA DEB","Bharatiya Janata Party",473770,42.13,471382,2388,NA,4984,317,1124455
3,"Odisha-Sambalpur","MD. MUSTUKIM","Bahujan Samaj Party",8177,0.73,8157,20,NA,4985,317,1124455
4,"Odisha-Sambalpur","SARAT PATTANAYAK","Indian National Congress",135969,12.09,135672,297,NA,4986,317,1124455
5,"Odisha-Sambalpur","Atma Ram Supkar","Pragatishil Samajwadi Party (Lohia)",3791,0.34,3787,4,NA,4987,317,1124455
6,"Odisha-Sambalpur","ASHUTOSH KUMAR HANUMAN","Bharat Prabhat Party",2058,0.18,2053,5,NA,4988,317,1124455
7,"Odisha-Sambalpur","NABAKISHORE PRADHAN","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",2715,0.24,2709,6,NA,4989,317,1124455
8,"Odisha-Sambalpur","PRABHAT KUMAR DHARUA","Gondvana Gantantra Party",2699,0.24,2694,5,NA,4990,317,1124455
9,"Odisha-Sambalpur","BINAY OCEAN","Ambedkarite Party of India",6581,0.59,6579,2,NA,4991,317,1124455
10,"Odisha-Sambalpur","SANTOSHINI KARNA","Ambedkar National Congress",5197,0.46,5193,4,NA,4992,317,1124455
11,"Odisha-Sambalpur","KANHU CHARAN SANBAD","Independent",5434,0.48,5432,2,NA,4993,317,1124455
12,"Odisha-Sambalpur","NOTA","None of the Above",13456,1.2,13443,13,NA,4994,317,1124455
1,"Odisha-Sundargarh","George Tirkey","Indian National Congress",268218,24.38,267672,546,NA,4995,318,1100129
2,"Odisha-Sundargarh","Jual Oram","Bharatiya Janata Party",500056,45.45,498468,1588,NA,4996,318,1100129
3,"Odisha-Sundargarh","Sunita Biswal","Biju Janata Dal",276991,25.18,276710,281,NA,4997,318,1100129
4,"Odisha-Sundargarh","Justin Lugun","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",9524,0.87,9516,8,NA,4998,318,1100129
5,"Odisha-Sundargarh","Dayananda Bhitria","Hindusthan Nirman Dal",4027,0.37,4027,0,NA,4999,318,1100129
6,"Odisha-Sundargarh","Basil Ekka","Aam Aadmi Party",6614,0.6,6605,9,NA,5000,318,1100129
7,"Odisha-Sundargarh","Udit Chandra Amat","Independent",6234,0.57,6230,4,NA,5001,318,1100129
8,"Odisha-Sundargarh","Miss Juspin Lakra","Independent",14790,1.34,14779,11,NA,5002,318,1100129
9,"Odisha-Sundargarh","NOTA","None of the Above",13675,1.24,13665,10,NA,5003,318,1100129
1,"Puducherry-Puducherry","Dr. NARAYANASAMY KESAVAN","All India N.R. Congress",247956,31.36,247844,112,NA,5004,319,790760
2,"Puducherry-Puducherry","A.G.PATHIMARAJ","Bahujan Samaj Party",2689,0.34,2685,4,NA,5005,319,790760
3,"Puducherry-Puducherry","Ve. VAITHILINGAM","Indian National Congress",444981,56.27,444646,335,NA,5006,319,790760
4,"Puducherry-Puducherry","K.ARUNACHALAM","Agila India Makkal Kazhagam",2201,0.28,2199,2,NA,5007,319,790760
5,"Puducherry-Puducherry","Dr.M.A.S. SUBRAMANIAN","Makkal Needhi Maiam",38068,4.81,38046,22,NA,5008,319,790760
6,"Puducherry-Puducherry","S. THIRUGNANAM","Anti Corruption Dynamic Party",674,0.09,673,1,NA,5009,319,790760
7,"Puducherry-Puducherry","BASKARAN.S","Puducherry Development  Party",1319,0.17,1318,1,NA,5010,319,790760
8,"Puducherry-Puducherry","MUTHU.U","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1285,0.16,1285,0,NA,5011,319,790760
9,"Puducherry-Puducherry","S.MOTHILAL","Communist Party of India  (Marxist-Leninist)  (Liberation)",905,0.11,904,1,NA,5012,319,790760
10,"Puducherry-Puducherry","N.SHARMILA BEGUM","Naam Tamilar Katchi",22857,2.89,22842,15,NA,5013,319,790760
11,"Puducherry-Puducherry","K. RAMADOSS","Independent",543,0.07,542,1,NA,5014,319,790760
12,"Puducherry-Puducherry","KRISHNAMURTHY.M","Independent",3579,0.45,3579,0,NA,5015,319,790760
13,"Puducherry-Puducherry","THANGAVELU.S","Independent",1002,0.13,1002,0,NA,5016,319,790760
14,"Puducherry-Puducherry","N. TAMIZH MARANE","Independent",4791,0.61,4785,6,NA,5017,319,790760
15,"Puducherry-Puducherry","TIRAVITAMANKAI@LOURDHUMARY","Independent",870,0.11,870,0,NA,5018,319,790760
16,"Puducherry-Puducherry","IMS. BALAJI","Independent",2546,0.32,2546,0,NA,5019,319,790760
17,"Puducherry-Puducherry","RAMESH.D","Independent",1653,0.21,1653,0,NA,5020,319,790760
18,"Puducherry-Puducherry","V. RAMAMURTHI","Independent",642,0.08,641,1,NA,5021,319,790760
19,"Puducherry-Puducherry","NOTA","None of the Above",12199,1.54,12192,7,NA,5022,319,790760
1,"Punjab-Amritsar","HARDEEP SINGH PURI","Bharatiya Janata Party",345406,40.19,344049,1357,NA,5023,320,859513
2,"Punjab-Amritsar","KULDIP SINGH DHALIWAL","Aam Aadmi Party",20087,2.34,19800,287,NA,5024,320,859513
3,"Punjab-Amritsar","GURJEET SINGH AUJLA","Indian National Congress",445032,51.78,444052,980,NA,5025,320,859513
4,"Punjab-Amritsar","DASWINDER KAUR","Communist Party of India",16335,1.9,16278,57,NA,5026,320,859513
5,"Punjab-Amritsar","SATNAM SINGH","Democratic Party of India (Ambedkar)",799,0.09,786,13,NA,5027,320,859513
6,"Punjab-Amritsar","KAWALJIT SINGH SAHOTA","Bahujan Samaj Party  (Ambedkar)",774,0.09,733,41,NA,5028,320,859513
7,"Punjab-Amritsar","KEWAL KRISHAN","Bahujan Mukti Party",678,0.08,668,10,NA,5029,320,859513
8,"Punjab-Amritsar","GAGANDEEP KUMAR","Shivsena",1193,0.14,1186,7,NA,5030,320,859513
9,"Punjab-Amritsar","LAKHWINDER SINGH SIDHU","Republican Party of India (A)",1325,0.15,1316,9,NA,5031,320,859513
10,"Punjab-Amritsar","SARABJIT SINGH","Independent",561,0.07,549,12,NA,5032,320,859513
11,"Punjab-Amritsar","SHAMSHER SINGH","Independent",514,0.06,508,6,NA,5033,320,859513
12,"Punjab-Amritsar","SANJEEV KUMAR","Independent",489,0.06,487,2,NA,5034,320,859513
13,"Punjab-Amritsar","SANDEEP SINGH","Independent",1019,0.12,1017,2,NA,5035,320,859513
14,"Punjab-Amritsar","SHAM LAL GANDHIWADI","Independent",3251,0.38,3250,1,NA,5036,320,859513
15,"Punjab-Amritsar","SUNIL KUMAR BHATTI","Independent",703,0.08,702,1,NA,5037,320,859513
16,"Punjab-Amritsar","SUNIL KUMAR MATTU","Independent",3204,0.37,3204,0,NA,5038,320,859513
17,"Punjab-Amritsar","SHUBHAM KUMAR","Independent",2311,0.27,2310,1,NA,5039,320,859513
18,"Punjab-Amritsar","SUMAN SINGH","Independent",433,0.05,433,0,NA,5040,320,859513
19,"Punjab-Amritsar","SURJIT SINGH","Independent",1609,0.19,1607,2,NA,5041,320,859513
20,"Punjab-Amritsar","HARJINDER SINGH","Independent",541,0.06,539,2,NA,5042,320,859513
21,"Punjab-Amritsar","KASHMIR SINGH","Independent",469,0.05,467,2,NA,5043,320,859513
22,"Punjab-Amritsar","KABAL SINGH","Independent",260,0.03,258,2,NA,5044,320,859513
23,"Punjab-Amritsar","GAUTAM","Independent",381,0.04,380,1,NA,5045,320,859513
24,"Punjab-Amritsar","CHAND KUMAR","Independent",235,0.03,233,2,NA,5046,320,859513
25,"Punjab-Amritsar","CHAIN SINGH BAINKA","Independent",447,0.05,445,2,NA,5047,320,859513
26,"Punjab-Amritsar","JASPAL SINGH","Independent",271,0.03,271,0,NA,5048,320,859513
27,"Punjab-Amritsar","BALWINDER SINGH","Independent",335,0.04,334,1,NA,5049,320,859513
28,"Punjab-Amritsar","BAL KRISHAN","Independent",600,0.07,598,2,NA,5050,320,859513
29,"Punjab-Amritsar","MOHINDER SINGH","Independent",901,0.1,899,2,NA,5051,320,859513
30,"Punjab-Amritsar","MOHINDER SINGH NAMDHARI","Independent",587,0.07,586,1,NA,5052,320,859513
31,"Punjab-Amritsar","NOTA","None of the Above",8763,1.02,8713,50,NA,5053,320,859513
1,"Punjab-Anandpur Sahib","Sodhi Vikram Singh","Bahujan Samaj Party",146441,13.54,146077,364,NA,5054,321,1081727
2,"Punjab-Anandpur Sahib","Narinder Singh Shergill","Aam Aadmi Party",53052,4.9,52539,513,NA,5055,321,1081727
3,"Punjab-Anandpur Sahib","Professor Prem Singh Chandumajra","Shiromani Akali Dal",381161,35.24,379552,1609,NA,5056,321,1081727
4,"Punjab-Anandpur Sahib","Manish Tewari","Indian National Congress",428045,39.57,426904,1141,NA,5057,321,1081727
5,"Punjab-Anandpur Sahib","Raghunath Singh","Communist Party of India  (Marxist)",10665,0.99,10638,27,NA,5058,321,1081727
6,"Punjab-Anandpur Sahib","Ashwani Kumar","Hindustan Shakti Sena",1732,0.16,1707,25,NA,5059,321,1081727
7,"Punjab-Anandpur Sahib","Dr. Sukhdeep Kaur","Janral Samaj Party",1028,0.1,942,86,NA,5060,321,1081727
8,"Punjab-Anandpur Sahib","Surinder Kaur Mangat","Rashtriya Janshakti Party (Secular)",1106,0.1,1097,9,NA,5061,321,1081727
9,"Punjab-Anandpur Sahib","Harmesh Sharma","Jai Jawan Jai Kisan Party",931,0.09,910,21,NA,5062,321,1081727
10,"Punjab-Anandpur Sahib","Kawaljeet Singh","Hind Congress Party",902,0.08,866,36,NA,5063,321,1081727
11,"Punjab-Anandpur Sahib","Kulwinder Kaur","Ambedkarite Party of India",1929,0.18,1911,18,NA,5064,321,1081727
12,"Punjab-Anandpur Sahib","Gurbinder Singh Sonu","Peoples Party of India (Democratic)",1522,0.14,1516,6,NA,5065,321,1081727
13,"Punjab-Anandpur Sahib","Jodh Singh Thandi","Bhartiya Lok Seva Dal",2921,0.27,2904,17,NA,5066,321,1081727
14,"Punjab-Anandpur Sahib","Faqir Chand","Shivsena",2465,0.23,2397,68,NA,5067,321,1081727
15,"Punjab-Anandpur Sahib","Bir Devinder Singh","Shiromani Akali Dal (Taksali)",10424,0.96,10315,109,NA,5068,321,1081727
16,"Punjab-Anandpur Sahib","Bargava Reddy D","Pyramid Party of India",2824,0.26,2820,4,NA,5069,321,1081727
17,"Punjab-Anandpur Sahib","Avtar Singh","Independent",3646,0.34,3637,9,NA,5070,321,1081727
18,"Punjab-Anandpur Sahib","Ashish Garg","Independent",2784,0.26,2782,2,NA,5071,321,1081727
19,"Punjab-Anandpur Sahib","Sunaina","Independent",1912,0.18,1882,30,NA,5072,321,1081727
20,"Punjab-Anandpur Sahib","Kirpal Kaur","Independent",2171,0.2,2141,30,NA,5073,321,1081727
21,"Punjab-Anandpur Sahib","Charan Dass","Independent",960,0.09,958,2,NA,5074,321,1081727
22,"Punjab-Anandpur Sahib","Jagneet Singh Balsuan","Independent",1117,0.1,1114,3,NA,5075,321,1081727
23,"Punjab-Anandpur Sahib","Dr. Paramjeet Singh Ranu","Independent",1316,0.12,1313,3,NA,5076,321,1081727
24,"Punjab-Anandpur Sahib","Manmohan Singh","Independent",1382,0.13,1381,1,NA,5077,321,1081727
25,"Punjab-Anandpur Sahib","Rakesh Kumar","Independent",1011,0.09,1008,3,NA,5078,321,1081727
26,"Punjab-Anandpur Sahib","Vikram Singh John","Independent",1145,0.11,1141,4,NA,5079,321,1081727
27,"Punjab-Anandpur Sahib","NOTA","None of the Above",17135,1.58,17069,66,NA,5080,321,1081727
1,"Punjab-Bathinda","Amrinder Singh Raja Warring","Indian National Congress",471052,39.23,469412,1640,NA,5081,322,1200810
2,"Punjab-Bathinda","Harsimrat Kaur Badal","Shiromani Akali Dal",492824,41.04,490811,2013,NA,5082,322,1200810
3,"Punjab-Bathinda","Prof. Baljinder Kaur","Aam Aadmi Party",134398,11.19,133728,670,NA,5083,322,1200810
4,"Punjab-Bathinda","Swarn Singh Dhaliwal","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",5106,0.43,5082,24,NA,5084,322,1200810
5,"Punjab-Bathinda","Sukhchain Singh Bhargav","Hindustan Shakti Sena",1794,0.15,1777,17,NA,5085,322,1200810
6,"Punjab-Bathinda","Sukhpal Singh Khaira","Punjab Ekta Party",38199,3.18,37854,345,NA,5086,322,1200810
7,"Punjab-Bathinda","Gursewak Singh","Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)",3820,0.32,3777,43,NA,5087,322,1200810
8,"Punjab-Bathinda","Gurmeet Singh Insa","Punjab Labour Party",692,0.06,678,14,NA,5088,322,1200810
9,"Punjab-Bathinda","Dr. Jagsir Singh Mrar","Bahujan Mukti Party",1066,0.09,1047,19,NA,5089,322,1200810
10,"Punjab-Bathinda","Rtd. Subedar Major Jagdev Singh Raipur","Bhartiya Lok Seva Dal",1765,0.15,1737,28,NA,5090,322,1200810
11,"Punjab-Bathinda","Baljinder Kumar Sangila","Socialist Party (India)",1406,0.12,1394,12,NA,5091,322,1200810
12,"Punjab-Bathinda","Bhagwant Singh Samaon","Communist Party of India  (Marxist-Leninist)  (Liberation)",5381,0.45,5372,9,NA,5092,322,1200810
13,"Punjab-Bathinda","Bhupinder Singh Bhainda Waring","Samaj Adhikar Kalyan Party",1302,0.11,1298,4,NA,5093,322,1200810
14,"Punjab-Bathinda","Amrik Singh","Independent",1676,0.14,1664,12,NA,5094,322,1200810
15,"Punjab-Bathinda","Sandeep Kumar","Independent",2731,0.23,2726,5,NA,5095,322,1200810
16,"Punjab-Bathinda","Surjeet Singh","Independent",5872,0.49,5869,3,NA,5096,322,1200810
17,"Punjab-Bathinda","Harpal Singh","Independent",4627,0.39,4626,1,NA,5097,322,1200810
18,"Punjab-Bathinda","Kartar Singh","Independent",2978,0.25,2978,0,NA,5098,322,1200810
19,"Punjab-Bathinda","Gurcharan Singh","Independent",1485,0.12,1484,1,NA,5099,322,1200810
20,"Punjab-Bathinda","Gurmail Singh","Independent",804,0.07,800,4,NA,5100,322,1200810
21,"Punjab-Bathinda","Teja Singh","Independent",1448,0.12,1446,2,NA,5101,322,1200810
22,"Punjab-Bathinda","Nahar Singh","Independent",960,0.08,956,4,NA,5102,322,1200810
23,"Punjab-Bathinda","Bhola Singh Sahota","Independent",884,0.07,882,2,NA,5103,322,1200810
24,"Punjab-Bathinda","Manjit Kaur","Independent",1072,0.09,1067,5,NA,5104,322,1200810
25,"Punjab-Bathinda","Ranveer Singh Rana","Independent",913,0.08,911,2,NA,5105,322,1200810
26,"Punjab-Bathinda","Prof. Lakhbir Singh","Independent",1154,0.1,1145,9,NA,5106,322,1200810
27,"Punjab-Bathinda","Veerpal Kaur","Independent",2078,0.17,2069,9,NA,5107,322,1200810
28,"Punjab-Bathinda","NOTA","None of the Above",13323,1.11,13220,103,NA,5108,322,1200810
1,"Punjab-Faridkot","Prof. Sadhu Singh","Aam Aadmi Party",115319,11.83,114610,709,NA,5109,323,974947
2,"Punjab-Faridkot","Gulzar Singh Ranike","Shiromani Akali Dal",335809,34.44,334674,1135,NA,5110,323,974947
3,"Punjab-Faridkot","Dr. Daljit Singh Chauhan","Nationalist Congress Party",3585,0.37,3407,178,NA,5111,323,974947
4,"Punjab-Faridkot","Mohammad Sadique","Indian National Congress",419065,42.98,417936,1129,NA,5112,323,974947
5,"Punjab-Faridkot","Om Parkash","Bhartiya Janraj Party",3035,0.31,2757,278,NA,5113,323,974947
6,"Punjab-Faridkot","Ajay Kumar","Indian Democratic Republican Front",6106,0.63,6094,12,NA,5114,323,974947
7,"Punjab-Faridkot","Amandeep Kaur","Peoples Party of India (Democratic)",1290,0.13,1231,59,NA,5115,323,974947
8,"Punjab-Faridkot","Dr. Swarn Singh","Apna Samaj Party",3678,0.38,3663,15,NA,5116,323,974947
9,"Punjab-Faridkot","Sukhdev Singh","Hindustan Shakti Sena",1785,0.18,1780,5,NA,5117,323,974947
10,"Punjab-Faridkot","Chanan Singh Wattu","Bahujan Mukti Party",1313,0.13,1296,17,NA,5118,323,974947
11,"Punjab-Faridkot","Parminder Singh","Bharat Prabhat Party",810,0.08,799,11,NA,5119,323,974947
12,"Punjab-Faridkot","Master Baldev Singh","Punjab Ekta Party",43932,4.51,43794,138,NA,5120,323,974947
13,"Punjab-Faridkot","Bhola Singh","Bhartiya Lok Seva Dal",3462,0.36,3455,7,NA,5121,323,974947
14,"Punjab-Faridkot","Rajinder Kaur Safri","Rashtriya Janshakti Party (Secular)",2138,0.22,2128,10,NA,5122,323,974947
15,"Punjab-Faridkot","Veerpal Kaur","Samaj Adhikar Kalyan Party",1785,0.18,1765,20,NA,5123,323,974947
16,"Punjab-Faridkot","Jaswinder Singh","Independent",4912,0.5,4909,3,NA,5124,323,974947
17,"Punjab-Faridkot","Jagmeet Singh","Independent",2091,0.21,2089,2,NA,5125,323,974947
18,"Punjab-Faridkot","Darshan Singh","Independent",2054,0.21,2052,2,NA,5126,323,974947
19,"Punjab-Faridkot","Nanak Singh Chauhan","Independent",1415,0.15,1404,11,NA,5127,323,974947
20,"Punjab-Faridkot","Badal Singh","Independent",2117,0.22,2113,4,NA,5128,323,974947
21,"Punjab-Faridkot","NOTA","None of the Above",19246,1.97,19053,193,NA,5129,323,974947
1,"Punjab-Fatehgarh Sahib","AMAR SINGH","Indian National Congress",411651,41.75,410723,928,NA,5130,324,985948
2,"Punjab-Fatehgarh Sahib","DARBARA SINGH GURU","Shiromani Akali Dal",317753,32.23,316999,754,NA,5131,324,985948
3,"Punjab-Fatehgarh Sahib","BANDEEP SINGH","Aam Aadmi Party",62881,6.38,62553,328,NA,5132,324,985948
4,"Punjab-Fatehgarh Sahib","ASHOK KUMAR","Rashtriya Lokswaraj Party",3296,0.33,3285,11,NA,5133,324,985948
5,"Punjab-Fatehgarh Sahib","SURJIT SINGH KANG","Bhartiya Lok Seva Dal",3469,0.35,3433,36,NA,5134,324,985948
6,"Punjab-Fatehgarh Sahib","HARCHAND SINGH","Revolutionary Socialist Party",1733,0.18,1730,3,NA,5135,324,985948
7,"Punjab-Fatehgarh Sahib","KAMALJEET SINGH","Democratic Party of India (Ambedkar)",2387,0.24,2352,35,NA,5136,324,985948
8,"Punjab-Fatehgarh Sahib","GURJIT SINGH","Sarvjan Sewa Party",942,0.1,935,7,NA,5137,324,985948
9,"Punjab-Fatehgarh Sahib","GURBACHAN SINGH","Samaj Adhikar Kalyan Party",1310,0.13,1302,8,NA,5138,324,985948
10,"Punjab-Fatehgarh Sahib","BALWINDER KAUR","Jai Jawan Jai Kisan Party",1289,0.13,1262,27,NA,5139,324,985948
11,"Punjab-Fatehgarh Sahib","MANWINDER SINGH GIASPURA","Lok Insaaf Party",142274,14.43,142072,202,NA,5140,324,985948
12,"Punjab-Fatehgarh Sahib","RAM SINGH RAISAL","Ambedkarite Party of India",1939,0.2,1932,7,NA,5141,324,985948
13,"Punjab-Fatehgarh Sahib","VINOD KUMAR","Bharat Prabhat Party",1122,0.11,1102,20,NA,5142,324,985948
14,"Punjab-Fatehgarh Sahib","KARANDEEP SINGH","Independent",1044,0.11,1044,0,NA,5143,324,985948
15,"Punjab-Fatehgarh Sahib","KULDEEP SINGH SAHOTA","Independent",4699,0.48,4694,5,NA,5144,324,985948
16,"Punjab-Fatehgarh Sahib","GURCHARAN SINGH MACHHIWARA","Independent",4986,0.51,4972,14,NA,5145,324,985948
17,"Punjab-Fatehgarh Sahib","ADVOCATE PRABHJOT SINGH","Independent",3942,0.4,3939,3,NA,5146,324,985948
18,"Punjab-Fatehgarh Sahib","PREM SINGH MOHANPUR","Independent",2559,0.26,2554,5,NA,5147,324,985948
19,"Punjab-Fatehgarh Sahib","BALKAR SINGH","Independent",1861,0.19,1858,3,NA,5148,324,985948
20,"Punjab-Fatehgarh Sahib","LACHHMAN SINGH","Independent",1766,0.18,1760,6,NA,5149,324,985948
21,"Punjab-Fatehgarh Sahib","NOTA","None of the Above",13045,1.32,12985,60,NA,5150,324,985948
1,"Punjab-Firozpur","SUKHBIR SINGH BADAL","Shiromani Akali Dal",633427,54.05,631100,2327,NA,5151,325,1172033
2,"Punjab-Firozpur","SHER SINGH GHUBAYA","Indian National Congress",434577,37.08,432964,1613,NA,5152,325,1172033
3,"Punjab-Firozpur","HANS RAJ GOLDEN","Communist Party of India",26128,2.23,25967,161,NA,5153,325,1172033
4,"Punjab-Firozpur","HARJINDER SINGH KAKA SRAN","Aam Aadmi Party",31872,2.72,31240,632,NA,5154,325,1172033
5,"Punjab-Firozpur","SUNNY BAWA","Akhil Bhartiya Apna Dal",1072,0.09,1056,16,NA,5155,325,1172033
6,"Punjab-Firozpur","SUKHJIT SINGH","Bhartiya Lok Seva Dal",1626,0.14,1580,46,NA,5156,325,1172033
